index,S. No.,text,task_1
2495,2496,এই বনৰিয়ে মাক বাপেক আছে নে নাই আমাৰ চেনেলকেইটা গৈ অলপ ভাল গিয়ান দি আহক তাই বাপেক মাকক,HOF
2496,2497,ভাইটি দিনে দিনে আৰু মজাহ,NOT
2497,2498,এইবোৰ হে বাতৰি। এতিয়া কাৰোবাৰ হাগি থকাৰ বাতৰি হে দিব বাকী,NOT
2498,2499,"এনেই বিদেশৰ কাৰোবাৰ লেংটা ফটোবোৰ দেখাই থাকি কি হব, ",HOF
2499,2500,"আপুনি সকলো বিষয়ে অধ্যয়ন কৰি সমাধান দিব পৰা এজন ব্যক্তি, ভাল মানুহ আৰু বেয়া মানুহক অধ্যয়ন কৰিব পৰা এজন ব্যক্তি। ",NOT
2500,2501,"হিন্দু ধৰ্মতেই তো মহিলাৰ অধিকাৰ সবতকৈ কম,",HOF
2502,2503,তাতেনো কি কল্পনা কৰিব লগীয়া আছে!,NOT
2504,2505,মই আক একাংশই বিজেপি আৰু RSS ৰ নাম লব বুলি ভাবিছিলো ৷,HOF
2505,2506,এই গানটোত টিকটক কৰাবোৰে বেচি ভাল অভিনয় কৰিছে,HOF
2506,2507,এই বোৰক মাৰি পেলাব লাগে,HOF
2507,2508,এদিন এটা ৰাজনৈতিক দল হবগৈ নেকি ভাব হয়। তেতিয়া অসমীয়া জাতিটো বিলুপ্ত হব যেন অনুমান হয়।,NOT
2509,2510,ভাল লাগিল বাতৰটো।,NOT
2511,2512,আপোনাৰ vd কালিৰ পৰা চাব start কৰিছোঁ কিন্তু সঁচাই বহুত ভাল লাগে দুখ লাগি থাকিলে তোমাৰ vd চালে ভাল লাগি যায়,NOT
2512,2513,চৰকাৰৰ দোষ নাই।,NOT
2513,2514,এনেকুৱা নিউজ বজোৱাৰ নামত কিমান টকা দাবি কৰা,HOF
2514,2515,শলাগৰ পাত্ৰ তোমালোক,NOT
2515,2516,পাগলীৰ লগত থকা কেমেৰাৰ মেনকেইজন ও মহা পাগল,HOF
2516,2517,এইয়াই লগৰ চেত,HOF
2517,2518,নেকুৱা কমিটি থকতকৈ নথকা এ ভাল আৰু আপোনাৰ আধুনিক গান আপুনি নিজে গাওক জুবিন দাই যি মন তাকে গান,NOT
2518,2519,"সেইদিন বেছি দুৰত নহয়, বড়ো সকলৰ দৰে নিজৰ গৌৰভময় পৰিচয় সাব্যস্ত কৰিব আৰু তাৰ বাবে আপোনালোকেই দায়ী হব ।",HOF
2519,2520,ধৰ্ষন কৰিব আৰু ডুবাই নি বিকি দিবগৈ,HOF
2520,2521,লেলা মজনু কলটা আৰু ঋতুল,NOT
2522,2523,প্ৰিয়াঙ্কাৰ‌ কথাত তো মই এক ৰাতিৰ কথা শুনা নাই।,HOF
2523,2524,বহুত ভাল কথা কৈছে ছাৰে । সময়ে সময়ে ব্যৱস্থা লোৱা উচিত এইসকলৰ ওপৰত ।,NOT
2524,2525,আক্রমণ আৰম্ভ কৰক ।,HOF
2525,2526,কমতাপুৰৰ সৰহভাগ ভূমি পশ্চিম বংগৰ ৰাজ্যই অধিকাৰ কৰি আছে। তহতি তাত গৈ চিঞৰি থাক।,HOF
2526,2527,তোৰ জেগাত জলকীয়া লগাই দিম।,HOF
2527,2528,খেদিব লাগে ইয়াক যতে দেখা পায়,HOF
2528,2529,আই মাতৃ ৰ মাত ষাৰে স্বীকৃতি পাওঁক,NOT
2529,2530,উৰহৰ খং ভগা ঢাৰিত,HOF
2530,2531,enjoy কৰিবি তহঁতি।তুৰ মতলব ভালকৈয়ে গম পালো।মতলবি হয় দুইটা।অকল লুটিব বিচাৰ মানুহক।,HOF
2531,2532,অৰ্থহীন  কথাবোৰ  ব,HOF
2532,2533,নিজৰ বিবেকেৰে ভবিষ্যতৰ পথ ল'ব বুলি আশা কৰিলো,NOT
2534,2535,আৰবীয় জাকেই তোৰ লগত যিজাকৰ হেনো জীয়েক অকলে থাকিলেও চয়তান জাগে থু এনে ঘৃননীয় সমাজলৈ,HOF
2537,2538,সেহেয়ে আমি তেওঁৰ গীত আমাৰ বুকুলৈকে শিপাইছে। তেওঁৰ কথাত তেওঁৰ সৰলতা আৰু সততা স্বচ্চৰূপত প্ৰতিফলিত হৈছে।,NOT
2538,2539,বাকি ৰাইজে জানে ইহঁত যে পশুতকৈও অধম ।,HOF
2539,2540,তই গিদা লেভেল দিব নালাগে চেহেৰা তু চাই 200 টকা নিদিয়ে,HOF
2540,2541,"ভুলতে যদি ম'বাইলৰ পৰা ডাটা কেবোল এডাল খুল খাই যায় ,,,,,",NOT
2542,2543,"দাদা, শিৱসাগৰ বাসি ৰাইজ ধন্যবাদৰ পাত্ৰ যে এনেকুৱা এজন ধৰ্ষনকাৰী, গৰুচুৰ, মাফিয়াৰ পক্ষত মাত মাতা বিধায়ক বিধানসভালৈ পঠাইছে 😂😂",HOF
2546,2547,"ক'ত সুন্দৰি, দোন্দুৰি হে ",HOF
2547,2548,বাপেৰৰ হেৰিটো বাতৰি লিখিছ,HOF
2548,2549,দেখাতে হিৰিম্বা লাগে,HOF
2550,2551,দুই এথাপৰ দি আহিব নোৱাৰিলি নেকি,HOF
2552,2553,অসমৰ মানুহ বোৰে লাওৰা অ,HOF
2554,2555,গেদা বুলি কোনে কৈ গৰু মাংস খোৱা বিলাক নে নোখোৱা বিলাক,HOF
2555,2556,পিছত ইভিএম ৰ কথা নকলেই হ'ল,HOF
2556,2557,তুমি নিজেই বকিলা সবা'নন্দ সোনোৱাল পাঁচ নম্বৰতহে আছে গতিকে....গালো বালো খোলাকাতিৰ তাল ।।.,NOT
2557,2558,নিয়াটো গেদা আছিলে যদি যোৱা জনী গেদি হয়,HOF
2558,2559,বাবা তোমার দরবারে শপ পাগলের খেলা,NOT
2559,2560,মই সদায় আপোনাৰ লগত আছো।,HOF
2560,2561,আইনৰ অপ ব্যবহাৰ হৈছে।অংকুমান বৰাক ধন্যবাদ জনাইছো।,NOT
2561,2562,কাপোৰৰ ডিজাইন নিজেই কৰে চাগে,NOT
2562,2563,অলপ জলকীয়া আনি তাত হানি দিব লাগিছিল।,HOF
2563,2564,"এনে পাখণ্ডক ৰঙা ঘৰৰ আলহী কৰি থবলৈ কোনো প্ৰয়োজন নাই,, মুকলিকৈ ৰাজপথত গুলি কৰি দিব লাগে ।।।।",HOF
2564,2565,"তুমি যে এজন পকৰ ফালি দিয়া গদী গেদা সকলক দেখাই দিলা,",HOF
2565,2566,উন্নয়ণ শান্তি সম্প্ৰীতি মূল্যবুধ আৰু দৰিদ্ৰ শ্ৰেণীৰ মুক্তিৰ স্বাৰ্থত আপক ভোট দিয়ক।,NOT
2566,2567,ইমান তলত কেনেকৈ আহিল!!,NOT
2567,2568,কেইটামান views ৰ কাৰণে আল বাল বনাই থাক,HOF
2568,2569,পোকৰ ফালি দি হাগিব নোৱাৰা কৰি দিম,HOF
2571,2572,অন্য ৰাজ্যই লাভ জেহাদ বিৰোধী আইন পাচ কৰিব পাৰিলে আমাৰ ইয়াত নোৱাৰে কিয়?,HOF
2572,2573,ইয়াক অতি সোনকালে মানসিক চিকিৎসালয়ত ভৰ্তি কৰাব লাগে,HOF
2573,2574,আগৰ অসমৰ ডেকা,NOT
2574,2575,960 চনত অসমীয়া ভাষাক একমাত্র অফিচয়েল লেংগুৱেজ হিচাবে স্বীকৃতি দিবলৈ অসম চৰকাৰে এখন বিল পাছ কৰিছিল । যিহেতুকে বৰাক ভেলিত বাংলাভাষীৰ সংখ্যা বেছি আছিল বৰাকত বাংলাভাষীয়ে এই বিলৰ প্ৰতিবাদ কৰিছিল । আৰু অৱশেষত অসম চৰকাৰে বৰাকৰ বাংলাভাষীৰ সম্মুখত আঠু লবলৈ বাধ্য হৈছিল আৰু অসমীয়া আতৰাই অফিচয়েল লেংগুৱেজ বাংলা কৰিছিল কাৰন বৰাকত বাংলাভাষীৰ সংখ্যা অসমীয়াতকৈ বেছি আছিল ।,HOF
2575,2576,নগ্ন হোৱাক আজিকালি সংগ্ৰাম বুলি কয় নেকি?,HOF
2576,2577,আচল কথা কৈছে আপোনি,NOT
2577,2578,সো হাত হলে সেইখনৰে কেনেকৈ ভাত খাব,NOT
2578,2579,বিধানসভাত ও এৰা নাই ইমানেই খলবলাই আছে পানীয়ে,HOF
2579,2580,"যদিও কল্পনা কৰিবই লগা হয় তেন্তে বেলেগৰ লগত কৰাই ভাল,, ",NOT
2580,2581,এজনী মানুহ নে কাৰ্টুন কেতিয়াবা কেতিয়াবা একেবাৰে ধৰিব নোৱাৰোঁ।,HOF
2581,2582,এটা নতুন ব্যৱস্থা কৰি নতুন চিকিৎসালয় এখন বনাবলৈ যোৱাতকৈ প্ৰতিস্থিত চিকিৎসাল খনকে উন্নিত কৰাটোহে যুক্তিসঙ্গৎ কথা।,NOT
2583,2584,আৰু বাতৰি নাই,NOT
2584,2585,সুন্দৰ ! বহুতো তথাকথিত জনপ্ৰিয় গায়কতকৈ ভাল গাইছে।,NOT
2585,2586,বহুত বহুত মৰম লাগিছে,NOT
2586,2587,"তেহে জানিব যে হিন্দুত বিধৱা বিবাহ প্ৰথা আছে, ",NOT
2588,2589,মাসাআল্লাহ ...তুমি তৌবা কৰা আল্লাহ মাফ কৰিব,NOT
2589,2590,ইয়াক মাক বাপেকে কি খায় জন্ম দিছে কেলা,HOF
